         157938 function calls (157915 primitive calls) in 0.743 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/http/client.py:942(send)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:103(release)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.8/email/message.py:588(get_content_maintype)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/email/message.py:451(items)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/encodings/idna.py:300(getregentry)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/_collections_abc.py:72(_check_methods)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/http/client.py:865(_get_hostport)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/httplib2/__init__.py:1056(proxy_info_from_environment)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/enum.py:619(__str__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:58(__init__)
        1    0.000    0.000    0.009    0.009 /usr/lib/python3.8/gzip.py:287(read)
        3    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/httplib2/__init__.py:224(parse_uri)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/http/client.py:426(flush)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:80(_path_stat)
       28    0.000    0.000    0.000    0.000 /usr/lib/python3.8/collections/__init__.py:554(__missing__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/socket.py:486(_decref_socketios)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:493(_classify_pyc)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_compile.py:423(_simple)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/email/feedparser.py:197(_new_message)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/urllib/parse.py:110(_coerce_args)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/email/message.py:423(__contains__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/gzip.py:405(_read_exact)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:424(_get_cached)
